label,message
0,"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,"
0,"You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,"
0,"You are hereby invited for an interview @ De-Skyline Hotel,beside MM local Airport,Ikeja on Friday 8th of June,2018 by 11:00AM.Come along with the original and photocopies of your credentials,CV and passport photograph."
0,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"",,,"
0,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,"
0,"Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,"
0,"Base on Recommendation you are invited for a job interview tomorrow @ #64 Ogui Road, Opp.Ogui Police Station (Sub-way bus Stop)Katoka plaza 3rd Floor by Sam. Ref:MOS/TH/570"
0,"You are here-by invited for a Test Interview with NMR-INT LTD for Operations Technician Position. Come with a pen and a valid ID card. Time: 12.00pm Date: 19/06/2018 No 23 acme Rd,AcmeHouse,Ogba-Ikeja,Lagos, you can Email: Prince.Okereafor@nmr-int.com OR Undiel.Ugbe@nmr-int.com or call 080 621 05831"
0,"Congratulations!!! Your number has won 350,000 Pounds in the Ongoing UK NOKIA PROMO. For claims, call: +447045730983 or"
0,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,,,"
0,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,"
0,DEAR due to our BVN system upgrade your ATM card has just been blocked to kindly call CBN customer care 08132673937.
0,(BOA) Your account is limited. Please follow the link to securely update your personal information: bankofamerica.bofa-sms.com
0,"&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,"
0,"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,,,"
0,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,"
0,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P,,,"
0,"URGENT! Last weekend's draw shows that you have won ÃÂ¥ÃÂ£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm,,,"
0,"Dear Applicant, Bliss initiatives is a consulting firm and offers various Entrepreneurial services and based on your application for the post of ""Graduate trainee"" you have been shortlisted for an oral interview on TUES 08/05/18 at last floor university press building, plot 5 funmec b/s Acme, Ikeja Lagos by 10am. Pls do ensure to dress corporately. NB: come along with your Cv & a copy of the printout of this mail to ensure confidentiality Best regards, Blisscareers"
0,"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,"
0,"After a careful evaluation of your online application and a great recommendation from our Human Resource Database.We are impressed with your qualifications which makes you an excellent candidate for this role, we are therefore pleased to inform you that you have been Shortlisted for an interview/Assessment at our office to tell you more about this role, our company's mode of operation and of course, get to know you better. Our organization is a foremost provider of enhanced consulting ,human resource and business development services solutions. Date: Thursday 22nd March 2018Time: 8 AM Address: No 4, Ogungbeye Estate, Off Amaraolu Way, Agidingbi Opposite Mega Chicken Bustop, 1st Gate,Ikeja, Lagos. Kindly come along with your updated C.V and acknowledge this mail with reply . For more Enquiries: Call 07088117459We look forward to seeing you. Best regards, DAYOHR ADMINISTRATOR BGM CONSULTING LTD"
0,"You are invited for a recruitment test on Tuesday 3rd July 2018. Venue: Smart X , 16B, Mobolaji Bank Anthony way, behind Keystone Bank, Maryland, Lagos. Time: 11am prompt. For enquiries call 08085184511.
 Thank you
 "
0,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,"
0,"Dear Income Tax requires you to click the link below to submit a formal request for the remittance of your unclaimed overdue tax-refund of Rs 34,251. https://bit.ly/2UDXocu"
0,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end,,,"
0,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,,,"
0,"Dear Candidate,I got your cv, thank you for sending. I would like to invite you for an interview /chat our office to tell you a little more about the position- Human Resources Officer, get to know you better, and see if this job is right for you.I would also like you to come over with relevant documents, updated cv and certificates that might help us in ascertaining your suitability for the position.Venue: 15, Bola Sonoiki Street, Ogudu GRA, LagosTime: 10.00am.Date: Friday March 16, 2018.Thank youKind Regards'Lamide AdeotiHR, Business Fulfillment UnitOmnicom Solutions Limited15, Bola Sonoiki Street, Ogudu GRA, Lagos"
0,"After thorough evaluation of your cv, PML invites for an oral interview @13 oladosu street, off Toyin street ikeja."
0,"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,"
0,"Hello AKEEM SAMUEL, your application via was approved and you have been scheduled to undergo a Screening Interview with PSIS HR Board. Date: FRI 22/6/2018 Time: 9am. Address: L'monarch Towers, 65 Opebi road Opp Glass House by Salvation b/stop, Ikeja, Lagos. Kindly present copies of your Credentials and a Passport Photograph and do ensure to be punctual. Should you need help/directions, you may call: 0701-061-6106/1004 www.prosterlingng.com"
0,"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,,,"
0,"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,"
0,Dear customer your ATM card & ACCT has been BLOCK due to BVN System error pls call our customer care on 09068042570 within 24Hrs
0,"due to your online application to M.H.S you're invited to come over for an Interview session with the HR Dept on Friday 13/07/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school before unity b/stop, Ikeja, Lagos.
 Pls do present a hard copy of your CV and ensure to be there on time.
 help/directives?
 Call the ADMG: 0803-449-6175/M102
"
0,"Dear Applicant, We received your application for the position of Admin/HR Assistant. You are hereby invited for interview and discussion, see details of invite below; Date: Friday, 22nd June, 2018 Time: 10.00 am Venue: Sylken Limited , Plot 817 Raji Rasaki Road, After Mama Kitchen, Adjacent to Better Height Montessori, Amuwo Odofin, Off Festac Link Road, Lagos. Please come with a passport photo, copies of your Cv and credentials. Ask to see the Sales Admin or HR once you get to the venue. Kindly acknowledge the receipt of this email and advice on availability."
0,"SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,"
0,"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,,"
0,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate,,,"
0,BVN Alert! Your Acct/ATM CARD is BLOCK Desc:CBN/Your BVN NUMBER NOT ACTIVE Bol:UNAVALABLE kindly coll our customer care08I04094720 for help within 24hr.
0,"Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,"
0,"You are Shortlisted and hereby invited for an Interview slated for 16/08/17 by 9am at No 32, Olufemi Road, off Ogunlana Drive, Surulere, Lagos. ERC/S"
0,"URGENT This is our 2nd attempt to contact U. Your ÃÂ¥ÃÂ£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,,,"
0,"Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,"
0,"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,"
0,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ÃÂ¥ÃÂ£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18,,,"
0,"URGENT! We are trying to contact U. Todays draw shows that you have won a ÃÂ¥ÃÂ£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,,,"
0,"Sequel to your online application,a Firm that is into Human Resources,Logistics and Consulting invites You to meet her HR Director for an Interview at our office to tell you more about this role, our company, and of course, get to know you better. Date: Friday 29th December 2017Time: 8.30AM Address: No 4, Alh. Ogungbeye Street, Off Amaraolu Junction, Agidingbi by 1st gate Bustop, Ikeja, Lagos.kindly Come Along With Your updated CV and acknowledge this mail with reply .Call Daniella 070 3347 5042 Best regards,"
0,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ÃÂ¥ÃÂ£150 prize. To collect is easy. Just call 09061743386 ,,,"
0,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020,,,"
0,"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ÃÂ¥ÃÂ£1/minMobsmoreLKPOBOX177HP51FL,,,"
0,"Hello OGUNLEYE ABRAHAM, based on your online application to M.H.S, pls note that you're required to come over for an Assessment Interview with the HR Dept on FRIDAY 25/05/2018. Time: 9am. Address: 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos. Do present a hard copy of your CV,a passport photograph and pls ensure to be punctual. Please come with writing materials.Need help/directions? Call Admin: 0803-449-6175/6151"
0,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,"
0,"Dear Candidate, The Search Committee of Malock Consult in Affiliations with FDI hereby shortlists you to have an interview for an OPEN PORTFOLIO with DEW PLATFORM PLUS RESOURCES SCHEDULED DATE; Tuesday 19th JUNE. 2018 Time:- 9.00am in the Morning. OFFICE ADDRESS: Ground Floor, 2, Akin Osiyemi Str. Opp. Sterling Bank, Firstbank Bus-stop, Allen Avenue, Ikeja, Lagos State. REQUIREMENTS; -Hard copy/Print-out of this Email Notification. -Hard copy of your Resume/Curriculum Vitae. -Two (2) Passport Photographs. Dress Corporately and be sure to come early as lateness will NOT be welcomed. OPTIONAL -A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport (AS YOU MIGHT HAVE NEED FOR IT AT THE END OF THE WHOLE EXERCISE). Best of Luck, HR/M DEPT. DIRECTION: FROM OJUELEGBA/OSHODI, LAGOS TAKE A COMMERCIAL BUS TO ALLEN/ALAUSA/SHOPRITE , ALIGHT AT ALLEN AVENUE, FIRSTBANK BUS-STOP We look forward to meeting you You can visit our website given below for further details All the best! http://home.dpprng.com/"
0,Vacancy!!! Vacancy!! Vacancy!Precious Paint USA Limited Ikotun Egbe lagos requires the service of:1. Factory Operation Supervisor-minimum of two years experience and physically agile to coordinate factory workers - minimum of O.N.D any discipline.2. COLOR MATCHER-minimum of 5 years experience in paints industry on the field -must be able to identify and spots variations in colors- minimum of O.N.D in any discipline- must be able to produce formula for paints of any categories and color3. CREDIT AND STOCK RECONCILIATION OFFICER- HND/BSC in accounting- minimum of 5 years experience - must be able to reconcile account and have passion for traveling with good customer relation- must know Lagos metropolis candidate that meet the requirement should forward application and CV to Info@preciouspaints.com or Hcm@preciouspaints.com
0,"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,"
0,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ,,,"
0,"U are invited for an interview at custodian life. F27, commercial avenue, sabo, Yaba lagos. Dress code official credentials and cv.Please how real is this interview? Thanks"
0,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec ÃÂ¥ÃÂ£1.50ea. OTBox 731 LA1 7WS. ),,,"
0,"You are hereby invited for an interview tomorrow at StreSERT Services Limited, 2nd floor, 11 Maye Street Off Commercial Avenue, Sabo Yaba, Lagos. Please come with copy of your CV, One passport Photograph, Credentials and ensure you dress corporate. Regards!"
0,"Dear APPLICANT,
 After thorough preview of your details and your Curriculum vitae based on recommendations,considering the working experience, skills and attributes you encompassed, the Board of Directors of DPCS Int'l Resources, Lagos Nig., invites you for an assessment.
 Date:Wednesday 27,June 2018
 Time: 9am prompt
 Venue: 116,Akowonjo rd,Jimoh bustop ,Egbeda Lagos
 We apologize for the short notice, however it is important you confirm your availability to enable us make adequate preparations. Please kindly confirm your availability by replying this email as soon as possible.
 Kindly respond to the mail.HR Sophie//368
 You can also reach the Secretary on 07037431412
 if you have any issues/requests.
 The secretary will text you via the contact number above.
 "
0,"Based on Referral,BLS invites you for interview @ 3rd floor,8 Thomas Salako str. ogba Ikeja, Lagos.FRI.13/7/2018 by 9am."
0,"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,"
0,"You have been shortlisted for a JOB INTERVIEW on 12/5/17 by 9am,No 2 Akin Osiyemi street,Off Allen Avenue,opposite Sterling Bank,Ikeja Lagos"
0,"BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,"
0,"Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,,,"
0,"After a background check of your CV, you are hereby invited for an interview at one of the selected centers in Lagos on Friday 1st March 2019.
Venue: Number 2, Akin Osiyemi Street, First Bank Bus Stop, Opposite Sterling Bank, Allen Avenue, Ikeja Lagos.
Time: 10am
Kindly come with a printed copy of this invitation, your writing materials; a pen, notebook and a print out of your updated CV as you will not be allowed in without it.
Note that the invitation is a response to the application/CV you submitted which we are handling on behalf of our client and you can recourse to us if you did not apply for such position for us to manage your records properly.
Best Regards,
Uni Consult.
Note: You would meet with the Deputy Managing Director, Head of Human Resources of our client after the oral assessment for proper evaluation. "
0,"You are invited for an interview at Malven Medics International Ltd. Date: Saturday 8th Sept. 2018. Venue : Malven Medics Ltd, 10 Wilmer street, Off Town Planning Way, Ilupeju. Time: 10 am. Please come along with your CV."
0,"Win the newest ÃÂÃÂÃÂHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!,,,"
0,"Dear [applicant name],Thank you for your recent application to our company.I am pleased to inform you that you have been shortlisted and you are invited to attend an interview for a Graduate Trainee role Tuesday 10th of April, 2018.Venue: Suite 1 - Eleganza Plaza 33, Mobolaji Johnson Avenue, Oregon"
0,"Nexfrot group schedules you for an INTERVIEW on Friday 16/11/2018 by 9am at 6 Remilekun Str, Opp Agape Sec Sch off Falolu Road by Akerele Road, Surulere, Lagos."
0,"Santander has noticed your debit card was recently used on 22-02-2017 17:14:03. at APPLE ONLINE STORE for 1976.00 GBP, not you please urgently call fraud prevention on 03036665458 or Intl +443036665458. Do not reply by SMS Bank Accounts, Savings, Loans and Hargapa Santander Santander LK This OTP is to AMEND A PAYEE on a payment. Don't share this code with anyone, Call us immediately if you didn't request this This OTP is to AMEND A PAYEE on a payment Don't share this code with anyone, Call us immediately if you didn't request this"
0,DÃÂ©ar customer due to system upgrade your bank ÃÂtm Card has been de_activated to re_activÃÂ¤tÃÂ¨ call mr Ben 08139144612 thanks
0,I got an SMS for a job interview from ACE LTD 8 Adebare str B&Q bakery building ogudu B/stop on Monday 9am
0,"This is the 2nd attempt to contract U, you have won this weeks top prize of either ÃÂ¥ÃÂ£1000 cash or ÃÂ¥ÃÂ£200 prize. Just call 09066361921,,,"
0,"Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,"
0,This Diwali book your spacious 2bhk apt @The Gateway Andheri (W).Pay 5 Lacs now bal on possession. Offer price 2.5 Cr all incl.RERA reg. Call Now 02261739799 
0,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.,,,"
0,"Dear applicant
Congratulations.You have been shortlisted for an oral interview in one of our consulting firm as a customer service officer.Successful candidates are always better than unsuccessful ones.
To aid entry into the venue,printout this email
Your specific entry details are as below
Venue:End of Adeniyi jones,last floor University Press Building,Acme Ikeja.
10:00AM
9/11/2018
Note:Dress corporately and be sure to come early as lateness will not be welcomed,come with your Updated Cv,a passport photograph
Regards
Career Tips"
0,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ,,,"
0,"Based on your CV evaluation, GM Group invites you for an interview at No. 19 Bode Thomas Road, Onipanu Lagos on Sat. 07/4/18 by 9am. Enq. 07032973392"
0,"Your application has been reviewed and you are invited for an interview session with the Recruitment Manager for the role of an admin, on Monday, 2nd July, 2018 at plot 5, university press building, close to fumec junction or sanusi bus-stop, ogba. Lagos"
0,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,,,"
0,"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,"
0,"great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,"
0,"You have WON a guaranteed ÃÂ¥ÃÂ£1000 cash or a ÃÂ¥ÃÂ£2000 prize.To claim yr prize call our customer service representative on,,,"
0,"Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,"
0,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,"
0,"FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,,,"
0,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,"
0,"<Forwarded from 88877>FREE entry into our ÃÂ¥ÃÂ£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,,,"
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!,,,"
0,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,"
0,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ÃÂ¥ÃÂ£1500 Bonus Prize, call 09066368470,,,"
0,"Dear Candidate
 Your application for ""customer service representative"" has been considered, and you have been given a chance to attend an interview.
 SHIELD PROTON takes in it most efficient and diversified service platform, powerd by ""INNOVATION"", TECHNICAL COMPETENCE and work ethic that is driven by a culture of continuous improvement in all the sector and within our state of operations.
 SHIELD PROTON operate in the following sectors * Recruiting staff outsourcing and selection *Training and Entrepreneurship
 * Call center management
 * Payroll administration
 * Management consulting
 * Oil and gas support services
 * Integrated cash management
 SHIELD PROTON also function through active fully owned sub service in Nigeria and West Africa.
 Your interview has been slated for
 Date: Friday 10th, August 2018
 Time: 9:30am
 Venue: 5, industrial road, mikano bus/stop. Admin building suite E, last floor, Adeniyi Jones/ Ogba Lagos.
 Note: Ensure that you come with your hard copy RESUME.
 REGARDS
 MR. PEDRO JOEL
 08031346130
 SHIELD PROTON...."
0,"\URGENT! This is the 2nd attempt to contact U!U have WON ÃÂ¥ÃÂ£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÃÂ¥ÃÂ£7. 50\"""",,,"
0,"Loan for any purpose ÃÂ¥ÃÂ£500 - ÃÂ¥ÃÂ£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help',,,"
0,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,,,"
0,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message,,,"
0,"CDs 4u: Congratulations ur awarded ÃÂ¥ÃÂ£500 of CD gift vouchers or ÃÂ¥ÃÂ£125 gift guaranteed & Freeentry 2 ÃÂ¥ÃÂ£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,"
0,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."",,,"
0,"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,,,"
0,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.,,,"
0,BVN ALERT Dear customer your ATM CARD & ACCT****has been bloked DUE to byn system error call our customer care line>>08118829126 to open it under 24hours
0,"Urgent Ur ÃÂ¥ÃÂ£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 ÃÂ¥ÃÂ£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,,,"
0,"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,,,"
0,"Based on referral,your INTERVIEW with PGMC is on Fri 06/04/18 @ 11 Adebowale street beside Trendy Inn Hotel,Mende Rd,Maryland,LagosEnq: 08120296353345"
0,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,"
0,"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÃÂ¥ÃÂ£3.99,,,"
0,"This is the 2nd time we have tried 2 contact u. U have won the ÃÂ¥ÃÂ£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.,,,"
0,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,,,"
0,"I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,"
0,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,"
0,"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,"
0,"U can WIN ÃÂ¥ÃÂ£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription,,,"
0,"Resource (RS) consulting Nig. LLC handles Recruitment/HR functions, offer manpower training and executive development.
 Your application has been reviewed and scheduled for interview session with the HRMas part of screening process, on Monday, 13th august, 2018 by 9:30am at Plot 5, Surulere house along Surulere industrial road, university press building, adjacent to soulmate Nig., before fumec junction, ogba. Ikeja, Lagos.
 Come along with an updated copy of your Resume
 This message is for Admission!!!
 DonÃ¢ÂÂt come late!!!
 For inquiries:
 Admin Unit
 Kunle.adesina@rs-consulting.com.ng
 Tel: +234 (0) 817 -714 - 2544
 "
0,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,,,"
0,Never Share this code for your bank OTP 1234 MAKE A NEW PAYMENT of $1000.00 to account ending in 9876. Please call us if this wasnÃ¢ÂÂt you
0,"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,"
0,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468,,,"
0,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply,,,"
0,"You have WON a guaranteed ÃÂ¥ÃÂ£1000 cash or a ÃÂ¥ÃÂ£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,,,"
0,"URGENT! We are trying to contact U Todays draw shows that you have won a ÃÂ¥ÃÂ£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,,,"
0,"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,"
0,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,"
0,"Dear Applicant, Sequel to your application, you are invited for a written interview. Find details below: Venue: Solution Platform Limited, 34, Diya Street, Opp. Mr Bigg;s, Ifako Gbagada, Lagos. Time: 12:00 Noon Prompt. Kindly confirm your availability through 08152215839 before 1:00Pm today. Please come with your writing Materials1"
0,"Following your application for male customer care/experience centre job role, We invite you for aptitude test/interview on Monday 26th March, 2018.Time: 8amVenue: JKK house. 229, (btw anthony & ilupeju b/stop) Ikorodu Rd,Lagos.Please come with a copy of your CV, passport photo, original and a copies of your credentials (NYSC compulsory)N.B: Pls do not come if you have attended this same excercise within the last 6 months.GLOBACOM HR."
0,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,,,"
0,"Please who else got this sms: Following the receipt of your CV/Application, we are please to invite you for an assessment scheduled as follow : DATE:Friday august 12, 2016. TIME: 10am VENUE: 124, Norman Williams Street, South West Ikoyi, Lagos. For FEEDBACK & ENQUIRIES, please call:02-271735"
0,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ÃÂ¥ÃÂ£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+,,,"
0,"Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,"
0,"Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,"
0,"Dear Applicant,
 As a result of your application for the position of a ""Customer Service "".
 You have been invited to attend an interview with the head of human resource in one of our selected branches in Lagos.
 Date: Thursday 02/08/2018.
 Time: 10:00am.
 Address: House 5,Resource Building, Fumec Bus Stop Ogba Lagos.
 NB: Ensure you come along with the hard copy of your CV.
 Best Regards
 Miss Effiong
 08185312569
 "
0,"Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,,,"
0,"Dear xxxx,   Thank you for applying for the position of a customer care personnel with KKON Technologies Ltd.   We would like to invite you to interview for the position. Please find details below:   Date: 29 May, 2018. Time: 10:00am Location: Km 14, Lagos - Ibadan Expressway, Arepo. (Description: Take a bus from berger and alight at Arepo bus stop. If you look up, you'll see a building with blue roof and KKONTech and IcellPower Signage.Make your way to that building.)    Kindly confirm your avai. If you have any questions or need to reschedule, call"
0,"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,,,"
0,"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,"
