label,message
1,"I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,,,"
1,"G wants to know where the fuck you are,,,"
1,"This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,,,"
1,"Aiyar sorry lor forgot 2 tell u...,,,"
1,"Did u receive my msg?,,,"
1,"thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,"
1,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!,,,"
1,"Can i meet ÃÂ_ at 5.. As 4 where depends on where ÃÂ_ wan 2 in lor..,,,"
1,"Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,,,"
1,"Well obviously not because all the people in my cool college life went home ;_;,,,"
1,"Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),,,"
1,"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,"
1,"Wow v v impressed. Have funs shopping!,,,"
1,"Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,"
1,"We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,,,"
1,"I'm meeting Darren...,,,"
1,"Why is that, princess? I bet the brothas are all chasing you!,,,"
1,"Shall i send that exe to your mail id.,,,"
1,"Then. You are eldest know.,,,"
1,"You are gorgeous! keep those pix cumming :) thank you!,,,"
1,"S....s...india going to draw the series after many years in south african soil..,,,"
1,"Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,"
1,"By the way, 'rencontre' is to meet again. Mountains dont....,,,"
1,"Aight, sounds good. When do you want me to come down?,,,"
1,"I know girls always safe and selfish know i got it pa. Thank you. good night.,,,"
1,"Your brother is a genius,,,"
1,"Hey what happen de. Are you alright.,,,"
1,"Ok i'm coming home now.,,,"
1,"I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,"
1,"A bloo bloo bloo I'll miss the first bowl,,,"
1,"Aight, see you in a bit,,,"
1,"No pic. Please re-send.,,,"
1,"Yup i shd haf ard 10 pages if i add figures... ÃÂÃÂ all got how many pages?,,,"
1,"Did u see what I posted on your Facebook?,,,"
1,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"",,,"
1,"You stayin out of trouble stranger!!saw Dave the other day heÃÂ¥ÃÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,"
1,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?,,,"
1,"""hello Dear how are you doing. i saw your profile today i became interested to know you please i want you to contact me with this e-mail address(kristanaabdel7@gmail.com) i have something very important to tell you thanks and God bless you"""
1,"I need you to be in my strong arms...,,,"
1,"No da..today also i forgot..,,,"
1,"My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,"
1,"Ugh just got outta class,,,"
1,"I'm awake oh. What's up.,,,"
1,"Mostly sports type..lyk footbl,crckt..,,,"
1,"Oh ok wait 4 me there... My lect havent finish,,,"
1,"You have 1 new voicemail. Please call 08719181513.,,,"
1,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho,,,"
1,"Also andros ice etc etc,,,"
1,"Thanks for sending this mental ability question..,,,"
1,"ÃÂÃÂ called dad oredi...,,,"
1,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"",,,"
1,"No:-)i got rumour that you going to buy apartment in chennai:-),,,"
1,"Did he just say somebody is named tampa,,,"
1,"Ok i vl..do u know i got adsense approved..,,,"
1,"Oh... Kay... On sat right?,,,"
1,"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,"
1,"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,"
1,"Usf I guess, might as well take 1 car,,,"
1,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj,,,"
1,"Where are you ? You said you would be here when I woke ... :-(,,,"
1,"How are you with moneY...as in to you...money aint a thing....how are you sha!,,,"
1,"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,,,"
1,"Lol you forgot it eh ? Yes, I'll bring it in babe,,,"
1,"Yo you around? A friend of mine's lookin to pick up later tonight,,,"
1,"excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,,,"
1,"Hi Chikku, send some nice msgs,,,"
1,"Yup ok...,,,"
1,"Ok lor ÃÂ_ reaching then message me.,,,"
1,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?,,,"
1,"Yes:)sura in sun tv.:)lol.,,,"
1,"I dunno they close oredi not... ÃÂÃÂ v ma fan...,,,"
1,"Quite late lar... Ard 12 anyway i wun b drivin...,,,"
1,"Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,,,"
1,"I'm back &amp; we're packing the car now, I'll let you know if there's room,,,"
1,"Must come later.. I normally bathe him in da afternoon mah..,,,"
1,"Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,"
1,"Cant think of anyone with * spare room off * top of my head,,,"
1,"I knew it... U slept v late yest? Wake up so late...,,,"
1,"Ok pa. Nothing problem:-),,,"
1,"I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,"
1,"I will spoil you in bed as well :),,,"
1,"Shopping lor. Them raining mah hard 2 leave orchard.,,,"
1,"No management puzzeles.,,,"
1,"They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,"
1,"Old Orchard near univ. How about you?,,,"
1,"I was at bugis juz now wat... But now i'm walking home oredi... ÃÂÃÂ so late then reply... I oso saw a top dat i like but din buy... Where r ÃÂ_ now? ,,,"
1,"Well, i'm glad you didn't find it totally disagreeable ... Lol,,,"
1,"Hope youÃÂ¥ÃÂre not having too much fun without me!! see u tomorrow love jess x,,,"
1,"You received 3 Bitcoins (14 313,34 AUD) in your account, register immediately to accept the transfer. https://goo.gl/Sy5pVo and https://goo.gl/gTiQR3"
1,"Hi dude hw r u da realy mising u today,,,"
1,"Awesome, think we can get an 8th at usf some time tonight?,,,"
1,"Wherre's my boytoy ? :-(,,,"
1,"Later i guess. I needa do mcat study too.,,,"
1,"Also remember the beads don't come off. Ever.,,,"
1,"Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,,,"
1,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""",,,"
1,"Was playng 9 doors game and gt racing on phone lol,,,"
1,"I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,,,"
1,"Hope you are having a good week. Just checking in,,,"
1,"Aight I'll grab something to eat too, text me when you're back at mu,,,"
1,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that,,,"
1,"Was doing my test earlier. I appreciate you. Will call you tomorrow.,,,"
1,"Yes watching footie but worried we're going to blow it - Phil Neville?,,,"
1,"Finish already... Yar they keep saying i mushy... I so embarrassed ok...,,,"
1,"She's fine. Sends her greetings,,,"
1,"Re your call; You didn't see my facebook huh?,,,"
1,"Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,"
1,"They just talking thats it de. They wont any other.,,,"
1,"Why are u up so early?,,,"
1,"Then anything special?,,,"
1,"Have you finished work yet? :),,,"
1,"We're done...,,,"
1,"Good stuff, will do.,,,"
1,"Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,,,"
1,"S.this will increase the chance of winning.,,,"
1,"Midnight at the earliest,,,"
1,"I will be gentle princess! We will make sweet gentle love...,,,"
1,"Nothing really, just making sure everybody's up to speed,,,"
1,"Do you know where my lab goggles went,,,"
1,"Customer place i will call you,,,"
1,"Oh yeah! And my diet just flew out the window,,,"
1,"IÃÂÃÂÃÂ·m going to try for 2 months ha ha only joking,,,"
1,"And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,"
1,"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,"
1,"Hey gals.. Anyone of u going down to e driving centre tmr?,,,"
1,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?,,,"
1,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.,,,"
1,"Black shirt n blue jeans... I thk i c ÃÂ_...,,,"
1,"Oh you got many responsibilities.,,,"
1,"Just nw i came to hme da..,,,"
1,"I'll get there at 3, unless you guys want me to come some time sooner,,,"
1,"ÃÂÃÂ_ and donÃÂÃÂÃÂ·t worry weÃÂÃÂÃÂ·ll have finished by march ÃÂÃÂ_ ish!,,,"
1,"Where you. What happen,,,"
1,"K. I will sent it again,,,"
1,"Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,"
1,"Then ur sis how?,,,"
1,"Oh k.k..where did you take test?,,,"
1,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins,,,"
1,"I'm home...,,,"
1,"Yeah that'd pretty much be the best case scenario,,,"
1,"Thought we could go out for dinner. I'll treat you! Seem ok?,,,"
1,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex,,,"
1,"Shall i come to get pickle,,,"
1,"Fine. Do you remember me.,,,"
1,Your account may be suspended and requires additional verification. https://support-verification -bendigobank.com/cgi Bendigo e-banking https://support-verification-bendigobank....
1,"This is one of the days you have a billion classes, right?,,,"
1,"Great! How is the office today?,,,"
1,"Do you hide anythiing or keeping distance from me,,,"
1,"Yup but it's not giving me problems now so mayb i'll jus leave it...,,,"
1,"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,,,"
1,"Good. do you think you could send me some pix? I would love to see your top and bottom...,,,"
1,"What not under standing.,,,"
1,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.,,,"
1,"Hey come online! Use msn... We are all there,,,"
1,"Going to take your babe out ?,,,"
1,"We are okay. Going to sleep now. Later,,,"
1,"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,,"
1,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around,,,"
1,"No dear i was sleeping :-P,,,"
1,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*,,,"
1,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want,,,"
1,"HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,,,"
1,"I can do that! I want to please you both inside and outside the bedroom...,,,"
1,"R we still meeting 4 dinner tonight?,,,"
1,"I come n pick ÃÂ_ up... Come out immediately aft ur lesson...,,,"
1,"I'm outside islands, head towards hard rock and you'll run into me,,,"
1,"So i'm doing a list of buyers.,,,"
1,"Is there coming friday is leave for pongal?do you get any news from your work place.,,,"
1,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.,,,"
1,"ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,"
1,"So why didnt you holla?,,,"
1,"It,,s a taxt massage....tie-pos argh ok! Lool!,,,"
1,"Anytime...,,,"
1,"Ok ok take care. I can understand.,,,"
1,"Some are lasting as much as 2 hours. You might get lucky.,,,"
1,"Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,"
1,"ThatÃÂÃÂÃÂ·s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!,,,"
1,"A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),,,"
1,"Aight, I'll hit you up when I get some cash,,,"
1,"Gosh that , what a pain. Spose I better come then.,,,"
1,"Goodnight da thangam I really miss u dear.,,,"
1,"C movie is juz last minute decision mah. Juz watch 2 lar but i tot ÃÂ_ not interested.,,,"
1,"Hows that watch resizing,,,"
1,"It's ok, at least armand's still around,,,"
1,"Going on nothing great.bye,,,"
1,"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,"
1,"Looks like you found something to do other than smoke, great job!,,,"
1,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""",,,"
1,"ÃÂÃÂ come lt 25 n pass to me lar,,,"
1,"Yep then is fine 7.30 or 8.30 for ice age.,,,"
1,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it),,,"
1,"Got smaller capacity one? Quite ex...,,,"
1,"Is that what time you want me to come?,,,"
1,"Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,"
1,"No. I.ll meet you in the library,,,"
1,"Yo guess what I just dropped,,,"
1,"No need to ke qi... ÃÂÃÂ too bored izzit y suddenly thk of this...,,,"
1,"No..its ful of song lyrics..,,,"
1,"Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,"
1,"Up to ÃÂ_... ÃÂÃÂ wan come then come lor... But i din c any stripes skirt...,,,"
1,"MMM ... Fuck .... Merry Christmas to me,,,"
1,"Are you ok. What happen to behave like this,,,"
1,"Might ax well im there.,,,"
1,"How long has it been since you screamed, princess?,,,"
1,"ELLO BABE U OK?,,,"
1,"Where do you need to go to get it?,,,"
1,"Yes but I don't care cause I know its there!,,,"
1,"I donno its in your genes or something,,,"
1,"No that just means you have a fat head,,,"
1,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ,,,"
1,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?,,,"
1,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy,,,"
1,"Me, i dont know again oh,,,"
1,"Bank Verification Number(BVN) activated, to reactivate call 07039757050 for confirmation of"
1,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!,,,"
1,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"",,,"
1,"Surely result will offer:),,,"
1,"Yes! How is a pretty lady like you single?,,,"
1,"Gud gud..k, chikku tke care.. sleep well gud nyt,,,"
1,"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,,,"
1,"So no messages. Had food?,,,"
1,"Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,"
1,"Ugh. Gotta drive back to sd from la. My butt is sore.,,,"
1,"Ok. But i finish at 6.,,,"
1,"Havent still waitin as usual... ÃÂÃÂ come back sch oredi?,,,"
1,"I think i've fixed it can you send a test message?,,,"
1,"Good Morning my Dear Shijutta........... Have a great &amp; successful day.,,,"
1,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.,,,"
1,"Taka lor. Wat time u wan 2 come n look 4 us?,,,"
1,"Are you this much buzy,,,"
1,"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,,,"
1,"Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,,,"
1,"No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,"
1,"Hey you can pay. With salary de. Only  &lt;#&gt; .,,,"
1,"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,"
1,"Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,,,"
1,"Thanks da thangam, i feel very very happy dear. I also miss you da.,,,"
1,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?,,,"
1,"Wat's my dear doing? Sleeping ah?,,,"
1,"Its not that time of the month nor mid of the time?,,,"
1,"Ah, well that confuses things, doesnÃÂÃÂÃÂ·t it?,,,"
1,"Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,,,"
1,"Yup, leaving right now, be back soon,,,"
1,"Lol that's different. I don't go trying to find every real life photo you ever took.,,,"
1,"Also that chat was awesome but don't make it regular unless you can see her in person,,,"
1,"Y so late but i need to go n get da laptop...,,,"
1,"haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,"
1,"Check audrey's status right now,,,"
1,"Dear relieved of westonzoyland, all going to plan this end too!,,,"
1,"How are you enjoying this semester? Take care brother.,,,"
1,"We left already we at orchard now.,,,"
1,"Thankyou so much for the call. I appreciate your care.,,,"
1,"No..few hours before.went to hair cut .,,,"
1,"You didnt complete your gist oh.,,,"
1,"Great to hear you are settling well. So what's happenin wit ola?,,,"
1,"Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,,,"
1,"I think it's all still in my car,,,"
1,"it's really getting me down just hanging around.,,,"
1,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones,,,"
1,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone,,,"
1,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"",,,"
1,"Hi mom we might be back later than  &lt;#&gt; ,,,"
1,"Ard 515 like dat. Y?,,,"
1,"Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,"
1,"Neshanth..tel me who r u?,,,"
1,"Big brotherÃÂÃÂÃÂ·s really scraped the barrel with this shower of social misfits,,,"
1,"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,,,"
1,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can,,,"
1,"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,"
1,"Found it, ENC  &lt;#&gt; , where you at?,,,"
1,"Nothing much, chillin at home. Any super bowl plan?,,,"
1,"Was the farm open?,,,"
1,"I wont. So wat's wit the guys,,,"
1,"Okie but i scared u say i fat... Then u dun wan me already...,,,"
1,"Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,,,"
1,"K:)k.are you in college?,,,"
1,"Going for dinner.msg you after.,,,"
1,"Anything lor... U decide...,,,"
1,"Ambrith..madurai..met u in arun dha marrge..remembr?,,,"
1,"Total disappointment, when I texted you was the craziest shit got :(,,,"
1,"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,,"
1,"I've got  &lt;#&gt; , any way I could pick up?,,,"
1,"K:)i will give my kvb acc details:),,,"
1,"K..u also dont msg or reply to his msg..,,,"
1,"I like to talk pa but am not able to. I dont know y.,,,"
1,"Who u talking about?,,,"
1,"Sorry battery died, yeah I'm here,,,"
1,"I wonder if you'll get this text?,,,"
1,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?,,,"
1,"Jus came back fr lunch wif my sis only. U leh?,,,"
1,"Me not waking up until 4 in the afternoon, sup,,,"
1,"No did you check? I got his detailed message now,,,"
1,"Yo dude guess who just got arrested the other day,,,"
1,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?,,,"
1,"Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,,,"
1,"I've reached home finally...,,,"
1,"Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,,,"
1,"I dont know why she.s not getting your messages,,,"
1,"This weekend is fine (an excuse not to do too much decorating),,,"
1,"Aight, can you text me the address?,,,"
1,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.,,,"
1,"Sorry, got a late start, we're on the way,,,"
1,"Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,,,"
1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:),,,"
1,"Haha okay... Today weekend leh... ,,,"
1,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?,,,"
1,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea,,,"
1,"K tell me anything about you.,,,"
1,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,"
1,"Nan sonathaya soladha. Why boss?,,,"
1,"Yeah imma come over cause jay wants to do some drugs,,,"
1,"Yeah that's what I thought, lemme know if anything's goin on later,,,"
1,"cool. We will have fun practicing making babies!,,,"
1,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?,,,"
1,"Captain is in our room:),,,"
1,"1's finish meeting call me.,,,"
1,"Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,,,"
1,"U calling me right? Call my hand phone...,,,"
1,"Haha i think i did too,,,"
1,"I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,"
1,"Lol yes. But it will add some spice to your day.,,,"
1,"What makes you most happy?,,,"
1,"Hey are you angry with me. Reply me dr.,,,"
1,"Thank u!,,,"
1,"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,"
1,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,"
1,"Hi elaine, is today's meeting confirmed?,,,"
1,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D,,,"
1,"Delhi and chennai still silent.,,,"
1,"First answer my question.,,,"
1,"Oh ok no prob..,,,"
1,Your statement is ready for you to view online. Go to http://goo.gl/ak9t3k to view and manage your account.
1,"For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,,,"
1,"ÃÂÃÂ dun wan to watch infernal affair?,,,"
1,"The wine is flowing and i'm i have nevering..,,,"
1,"It's fine, imma get a drink or somethin. Want me to come find you?,,,"
1,"Yo sorry was in the shower sup,,,"
1,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,,,"
1,"I call you later, don't have network. If urgnt, sms me.,,,"
1,"Mm you ask him to come its enough :-),,,"
1,"Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,,,"
1,"Awesome, be there in a minute,,,"
1,"Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,"
1,"It means u could not keep ur words.,,,"
1,"S...i will take mokka players only:),,,"
1,"Well she's in for a big surprise!,,,"
1,"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,,,"
1,"Convey my regards to him,,,"
1,"Somebody should go to andros and steal ice,,,"
1,"Alex says he's not ok with you not being ok with it,,,"
1,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI,,,"
1,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,"
1,"I wont do anything de.,,,"
1,"Alright if you're sure, let me know when you're leaving,,,"
1,"Super msg da:)nalla timing.,,,"
1,"Also maaaan are you missing out,,,"
1,"U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,,"
1,"Ok no prob,,,"
1,"Also remember to get dobby's bowl from your car,,,"
1,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!,,,"
1,"My sister going to earn more than me da.,,,"
1,"Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,"
1,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out,,,"
1,"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,,,"
1,"Hi its in durban are you still on this number,,,"
1,"I dont understand your message.,,,"
1,"G.W.R,,,"
1,"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,,,"
1,"Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,"
1,"My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,,,"
1,"\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ÃÂ¥ÃÂ FUCKINNICE!SELFISHDEVIOUSBITCH.ANYWAYIÃÂ¥ÃÂL CALL U\"""","
1,"Haha, that was the first person I was gonna ask,,,"
1,"Any pain on urination any thing else?,,,"
1,"Have you started in skye,,,"
1,"Then any special there?,,,"
1,"U wan 2 haf lunch i'm in da canteen now.,,,"
1,"You call times job today ok umma and ask them to speed up,,,"
1,"Hi good mornin.. Thanku wish u d same..,,,"
1,"The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,"
1,"Badrith is only for chennai:)i will surely pick for us:)no competition for him.,,,"
1,"I emailed yifeng my part oredi.. Can ÃÂ_ get it fr him..,,,"
1,"Just taste fish curry :-P,,,"
1,"Wish i were with you now!,,,"
1,"Sorry, I'll call later in meeting,,,"
1,"Cuz ibored. And don wanna study,,,"
1,"In that case I guess I'll see you at campus lodge,,,"
1,"Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,"
1,"What class of  &lt;#&gt;  reunion?,,,"
1,"Ill be at yours in about 3 mins but look out for me,,,"
1,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay.;-):-D"",,"
1,"Dont you have message offer,,,"
1,"U still havent got urself a jacket ah?,,,"
1,"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,,,"
1,"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,,,"
1,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour,,,"
1,"what I meant to say is cant wait to see u again getting bored of this bridgwater banter,,,"
1,"Its sarcasm.. .nt scarcasim,,,"
1,"Ya even those cookies have jelly on them,,,"
1,"Unlimited texts. Limited minutes.,,,"
1,"Dont kick coco when he's down,,,"
1,"Gettin rdy to ship comp,,,"
1,"Lol no ouch but wish i'd stayed out a bit longer,,,"
1,"Hi Princess! Thank you for the pics. You are very pretty. How are you?,,,"
