Text,v3
"Due to having your CV in our database, you are hereby invited for an interview for the position of HR. Please see details below; Venue: HYT Consulting, 13A Fagba Crescent, beside Mega Chicken, Agindingbi Ikeja.
 ",spam
"Venue: Plot 14, university press building, adjacent to Oando filling station or sanusi bus-stop, ogba, Lagos.
 Please lateness would not be tolerated.
 Come with an updated copy of your CV.
 Best Regards,
 Admin Unit
 Rita Odion
 For inquiries:
 Email:  pathfindersconsultancy.hr@gmail.com Tel: +234 (0) 7086379372
 ",spam
"Dear Candidate,
 You have been invited for an Assessment for the position of Marketing Executive for one of our clients in the Financial Sector. The assessment is on Verbal and Quantitative reasoning scheduled for 30 minutes.
 Please see details below:
 Date: Friday 20th Jun, 2018
 Time: 10:00am
 Venue: Phillips Outsourcing, 9, Shaffi Sule, off Babatunde Masha, off Admiralty way, Lekki Phase 1, Lagos.
 Whom to ask for: Rolayo
 Kindly confirm receipt and availability for the assessment Thank you
 Kind Regards,
 Rolayo Omitogun | Recruitment Manager
 ",spam
"Sequel to your application for the Executive Trainee Programme with our client-a reputable Financial Institution, we are happy to inform you that, you have been shortlisted for the 1st stage of the recruitment process with Kennedia Consulting, which is an Aptitude Test. This Aptitude Test is basically designed to assess your cognitive abilities.",spam
"Dear Applicant,
 Thank you for applying to Rethink-HR.
 We would like to invite you for a follow-up test holding on Tuesday, the 17th of July, 2018 by 02:00 pm at 18 Esomo Close, off Toyin Street, Ikeja.
 Please read the following information carefully: Please do not arrive at the center later than your scheduled time.
 You are to come along with your CV.
 All candidates are expected to dress presentably.
 For further enquiries, please call: 09090418162 Regards.
 ",spam
"Dear Candidate,
 Sequel to your recent online job application to our advertised vacancy, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications.
 Opportunities: Customer Service Executives and Outsourcing Personnel With SCHLEEZ NIGERIA LIMITED
 First floor, left wing  No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS STATE, NIGERIA.
 On 20TH JULY BY 9:00AM.
 The interview will be with the Human Resources department.
 Upon arrival at reception ask the security for the center.
 The interview is scheduled to last approximately 1 hour tentatively and will take the form of; A written aptitude test for about 10 minutes or less,
 One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 15 minutes or less, The selection process with the Hr Head for about 28minutes or less, Final interview with the Hr Head which will last for about 8 minutes for the selected candidates to be shortlisted for the job.
 Please note that you are to bring along with you,
 Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from JOB BRIEF We look forward to meeting you.
 Regards
 Okon Shontelle
 Human Resources Department
 01-724-5339
 https://mchleez.com/
 ",spam
"You are invited for a JOB BRIEFING on FRI 20th July by 9:00am at 4 Alara Street off commercial avenue, Sabo. Details in your mailbox. www.hyinsco.com.ng 010..",spam
"You're shortlisted for an INTERVIEW with our EXECUTIVES at D.P.C.S on Wed. 18/07 by 9am @116,Akowonjo rd,Jimoh b/s,Egbeda.
INQ:081-3653-2119(16596).",spam
"Based on Referral,BLS invites you for interview @ 3rd floor,8 Thomas Salako str. ogba Ikeja, Lagos.FRI.13/7/2018 by 9am.",spam
"You are shortlisted for Mtn MFA project! Kindly come for documentation! @ Sol 84 Emmanuel Alayande Street, 1st Floor Samsung Stores, Opposite U.B.A, Iwo Road, Ibadan. Time: 10:00am, Date: Thursday July 12th, 2018. Come formally dress: pls do come along with your 6 passport (white background), two guarantor passport, photocopy of each of their valid I'd card and your credentials.",spam
"Thank you for submitting an application on our online job seeking portal. We have looked over your application and see that you are the best candidate for this role.
 We would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course, get to know you better.
 Date: Fri. 13th July, 2018
 Time: 9 am
 Address: 116, Akowonjo Road, Jimoh Bus stop, Egbeda Lagos.
 Kindly come along with your updated CV and acknowledge this mail with reply . For more Inquiries: Call 08136532119
 We look forward to seeing you.
 Best regards,
 ADEMOLA ADETOYE
 HR ADMINISTRATOR
 ",spam
"due to your online application to M.H.S you're invited to come over for an Interview session with the HR Dept on Friday 13/07/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school before unity b/stop, Ikeja, Lagos.
 Pls do present a hard copy of your CV and ensure to be there on time.
 help/directives?
 Call the ADMG: 0803-449-6175/M102
",spam
"CONGRATULATIONS!!!
 You are invited to take part in an interview session.
 RS consulting (Nig) is a recruitment firm that handles human resource functions for selected organizations. As part of selection process, you are invited for an oral interview session as follows: Date: Wednesday, 11h July, 2018
 Address: Plot 5, resource press building, adjacent to sanusi bus-stop, off adeniyi jones avenue, ogba. Lagos.
 ",spam
"This is to notify you that you have an interview scheduled for the position of a Cashier.
 The interview will hold at Lekki Leisure Lake, Block 1, Plot 3, Okunda Blue Water Tourism Scheme, Lekki, Lagos.
 ",spam
"Dear Applicant,
 Sequel to your application received via our online human resource,After a thorough evaluation of your resume and we are duely impressed,An Assessment has been scheduled with details below; Date:Monday 9th july,2018
 Time:8;30am prompt
 Venue:4,Karim street,off sadiku,Ltv8 way 1st gate b/stop-agidingbi lateef jakande Ikeja.
 BSL-CONSULTING- is a Consulting company specialized on Business Intelligence to Utilize unique and proven methodologies to deliver actionable results to clients in a timely, efficient, and cost-effective manner.
 - Assists clients in creating and managing strategic relationships and alliances with other organizations, including startups to multinational companies, research institutions, and government agencies. As a result, they are able to leverage external expertise, technology, and intellectual property to expand their products, services, functionality, and/or market reach without the need to invest in building or acquiring them with internal resources.
 NB: Kindly come along with 2 passport photographs and a hard copy of your CV.                                           We apologize for the late information;however it is imperative that you confirm your availability.Do so by replying this mail.For further inquiry or assistance call 07083402825.
 ",spam
"Dear Candidate,
 Sequel to your most recent online job application to our advertised vacancy, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications.
 With SCHLEEZ NIGERIA LIMITED
 First floor, left wing No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS.
 On 9 JULY By 9:00AM.
 The interview will be with the Human Resources department.
 Upon arrival at reception ask the security for the center.
 The interview is scheduled to last approximately 1 hour tentatively and will take the form of; A written aptitude test for about 10 minutes or less,
 One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 15 minutes or less, The selection process with the Hr Head for about 28minutes or less, Final interview with the Hr Head which will last for about 8 minutes for the selected candidates to be shortlisted for the job.
 Please note that you are to bring along with you,
 Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from JOB BRIEF We look forward to meeting you.
 Regards.
 Okon Shontelle
 01-724-5339
 http://schleez.com
 ",spam
"Due to your online application to M.H.S. you're invited to come over for an Interview session with the HR Dept on Thursday 05/07/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school before unity b/stop, Ikeja, Lagos. Do present a hard copy of your CV and ensure to be there on time.
 ",spam
"DEAR APPLICANT, YOU HAVE AN INTERVIEW WITH US AT LS-RESOURCE, MON. 2/7/18 BY 9AM, 3RD FLR, CROWNET PLAZA, IDRIS GIGADO STR, WUYE, ABUJA. CHECK YOUR MAIL NOW!
 ",spam
"You are shortlisted for assessment on MON 2/7/18 by 9am @ 6 Remilekun Str. Off Falolu Rd, Falolu B/Stop Surulere, Lagos. Transview Integrated. Ref:GD/2816/M",spam
"Based on CV Review, GMIS urgently considers you for an interview by 9am on MONDAY , 02/07/18 at 3rd Floor, 8, Thomas Salako Street Ogba Bus-Stop, Ikeja, Lagos",spam
"You are invited for an interview on:
 Tue 3 July. 2 pm
 4Power Building 6B Peter Odili Rd by Sasun Roundabout, Port Harcourt.
 Come with original & copy of your credentials, Degree Cert, Passport photo, Means of identification & CV Call Sam 08093301848
 Thank you.
 Please did anyone get this too and is this real or GNLD guys.... Please guys help me on this.
 Thanks
 ",spam
"Your application has been reviewed and you are invited for an interview session with the Recruitment Manager for the role of an admin, on Monday, 2nd July, 2018 at plot 5, university press building, close to fumec junction or sanusi bus-stop, ogba. Lagos",spam
"You have been invited to an oral assessment as a CUSTOMER RELATION OFFICER at one of the selected centers in Lagos on 3rd July 2018.
 venue Last floor university press building
 fumec bus stop Ikeja.
 ",spam
"You are invited for a recruitment test on Tuesday 3rd July 2018. Venue: Smart X , 16B, Mobolaji Bank Anthony way, behind Keystone Bank, Maryland, Lagos. Time: 11am prompt. For enquiries call 08085184511.
 Thank you
 ",spam
"Your application has been reviewed and you are invited for an interview session with the Recruitment Manager for the role of an admin, on Monday, 2nd July, 2018 at plot 5, university press building, close to fumec junction or sanusi bus-stop, ogba. Lagos.
 RS consulting is an entrepreneurship firm that handles/provides all HR functions, including outsourcing, recruitment, man power training, executive development and talent management for selected organizations.
 Come with your CV and references.
 Kindly acknowledge for availability.
 ",spam
"You are invited for an interview on:
 Tue 3 July. 2 pm
 4Power Building 6B Peter Odili Rd by Sasun Roundabout, Port Harcourt.
 Come with original & copy of your credentials, Degree Cert, Passport photo, Means of identification & CV Call Sam 08093301848
 Thank you.
 Please did anyone get this too and is this real or GNLD guys.... Please guys help me on this.
 Thanks
 ",spam
"You have been shortlisted for an interview & Training on Sat. June 30, 2018 at RCCG Hall, 7th Ave, C Close, Festac Town, Lagos by 8:30am prompt. Come with your CV.",spam
"You are invited for a Direct Sales Executive role interview with workforce, Bayse One Plaza, Adeoyo Junction Ring Road Ibadan.",spam
"You are invited for an Interview Scheduled on Fri 29th June, 2018 for the position of Bus. Dev. Executive. Time: 11:30AM, Venue: 1b Alfred Olaiya Street, Awuse Estate, Opebi, Ikeja Lagos. Please come with originals & copies of CV/Credentials and be corporately dressed. For details call: 070-1335-3014",spam
fortunecareers ltd invite you for career chat by 9am on fri 29/06/18 192 Ikorodu Rd beside FirstBank Palmgrove Lagos 080-50387293 Ref:FC/ZP/DD7,spam
"Dear Osmond,
 This is to notify you that you have an interview scheduled for the position of a Waiting Staff.
 The interview will hold Wednesday 27/06/2018 10:00am at Lekki Leisure Lake, Block 1, Plot 3, Okunda Blue Water Tourism Scheme, Lekki, Lagos.
 You are advised to be corporately dressed.
 Kindly bring all relevant documents, updated copy of your CV along with you and a password photograph.
 Also, please acknowledge this email to confirm your availability.
 Warn Regards.
 ",spam
"You are invited 4 interview @ Consolidated Hallmark Ins.Plc.No264 Ikr Road Obanikoro,Lag.by 10am on 27/06/18.Acknowledge Ur presence THRU 08035501054/0902151682.",spam
"We would like to invite you for a follow-up test holding on Wednesday the 27th of June, 2018 at 2 Esomo Close, off Toyin street, Ikeja.",spam
"Dear APPLICANT,
 After thorough preview of your details and your Curriculum vitae based on recommendations,considering the working experience, skills and attributes you encompassed, the Board of Directors of DPCS Int'l Resources, Lagos Nig., invites you for an assessment.
 Date:Wednesday 27,June 2018
 Time: 9am prompt
 Venue: 116,Akowonjo rd,Jimoh bustop ,Egbeda Lagos
 We apologize for the short notice, however it is important you confirm your availability to enable us make adequate preparations. Please kindly confirm your availability by replying this email as soon as possible.
 Kindly respond to the mail.HR Sophie//368
 You can also reach the Secretary on 07037431412
 if you have any issues/requests.
 The secretary will text you via the contact number above.
 ",spam
"Hello,you are to come for an Interview Monday 25th june'18 at No 1 Adeeko Banjo street,Igando phase 1 bus/stop along igando/Lasu Road.time 8:00am. DESCR",spam
"You are invited for an interview on Tuesday, 26th June, 2018 by 3pm at Food House, 67, Ikosi Road, Ketu (opposite Mr Biggs). Anyone attended this before?",spam
"We have reviewed your application for the position of a Financial Advisor and would like to invite you to attend an interview on Date: Friday, June 22 2018 Time: 9 AM Address: 95b, Opebi Road, Ikeja, Lagos. Please bring along with you, copies of your original documents and do contact us on 08035816311 orisaac.osaigbevo@armlife.com.ng to confirm your attendance at the interview. Please note that it is very important that you confirm your availability for the interview and if you'll like to reschedule, we have a free day next week to meet with you. Please do call or send us a mail as well.",spam
"Hello AKEEM SAMUEL, your application via was approved and you have been scheduled to undergo a Screening Interview with PSIS HR Board. Date: FRI 22/6/2018 Time: 9am. Address: L'monarch Towers, 65 Opebi road Opp Glass House by Salvation b/stop, Ikeja, Lagos. Kindly present copies of your Credentials and a Passport Photograph and do ensure to be punctual. Should you need help/directions, you may call: 0701-061-6106/1004 www.prosterlingng.com",spam
"You are invited for an interview with Homework designs and consultants limited. Bring along your CV and this invitation with you. Address, plot 5b Charle",spam
"Dear Applicant, Sequel to your application, you are invited for a written interview. Find details below: Venue: Solution Platform Limited, 34, Diya Street, Opp. Mr Bigg;s, Ifako Gbagada, Lagos. Time: 12:00 Noon Prompt. Kindly confirm your availability through 08152215839 before 1:00Pm today. Please come with your writing Materials1",spam
"Based on Recommendation through our online agent (Quincyconsults), the post you applied for, you have been shortlisted for an assessment. After thorough preview of your details and your Curriculum Vitae, considering the working experience, skills and attribute you encompassed, the Board of Directors of BG Lead consult invites you for an assessment on Friday 22/06/2018 by 8am @ BSM premises No4 Kareem Ogungbeye estate agidingbi first gate bus stop. We apologise for the short notice, however it is important you confirm your availability to ensure us make adequate preparations. Please Kindly confirm your availability by replying this e-mail as soon as possible. And please dress properly when coming.",spam
"Dear Applicant  With regards to your resume sent to us. we are pleased to recommend you for a Job opening,  You have been cordially invited to partake in the ongoing recruitment session. Date: Friday 22th, June 2018. Time: 9:30am Office Address: Plot 5, Voda paint plc, university press house off Adeniyi Jone Ogba road Acme bustop Lagos. Note : You are required to come along with an updated copy of your CV. Regards.recruit Providence Office-line: 08156793362",spam
"Sequel to the application you made for the position of a Front desk officer, I hereby invite you for an interview at our office with the below details Venue: Culminate Consulting, 2nd Floor 4b bola Street Anthony Lagos (King Solomon Hospital Building)",spam
"Help confirm if this company is real DPPR Resources. 2,Akin.Osiyemi street, Mr Biggs B/stop, Allen Avenue Ikeja",spam
You have been selected for a job interview @ NUOVOTER km 36 lekki epe expressway golf bstop lakowe lekki on 22/6/ 2018 by 12pm. come with your CV. Demola,spam
"Dear Applicant, We received your application for the position of Admin/HR Assistant. You are hereby invited for interview and discussion, see details of invite below; Date: Friday, 22nd June, 2018 Time: 10.00 am Venue: Sylken Limited , Plot 817 Raji Rasaki Road, After Mama Kitchen, Adjacent to Better Height Montessori, Amuwo Odofin, Off Festac Link Road, Lagos. Please come with a passport photo, copies of your Cv and credentials. Ask to see the Sales Admin or HR once you get to the venue. Kindly acknowledge the receipt of this email and advice on availability.",spam
"Good Morning, Sequel to your application and after careful review of your CV, we are pleased to invite you for an interview. Venue: FILMO GROUP, 1 Kandi Close, Off Aminu Kano Crescent, Wuse II, Abuja, Nigeria Date: 14-5-2018 Time: 10am prompt. Please come along with a copy of your CV/credentials. Regards, Adebowale",spam
"Dear Applicant, Sequel to your application, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications. With SCHLEEZ NIGERIA LIMITED First floor, No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS On Wednesday 20th June 2018 BY 9:00AM. The interview will be with the Human Resources department. Upon arrival at reception ask the security for the center. The interview is scheduled to last approximately 1-3 hours tentatively and will take the form of A written aptitude test for about 20 minutes or less, One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 25 minutes or less, The selection process with the Hr Head for about 1 hour 48minutes or less, Final interview with the Hr Head which will last for about 15 minutes for the selected candidates to be shortlisted for the job. Please note that you are to bring along with you, Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from SCHLEEZ LTD The Human resources team and general management will be available to conduct the interview fully with you, we are not affected by the general holiday. We look forward to meeting you. Regards",spam
"Dear Applicant, This is to inform you that you have been shortlisted for the Position of Business Development / Marketing Personel. There will be an interview on 13/6/2018 (Wednesday) at our office (326 Bornowy Alagomeji Yaba :Lagos) by 11:30am prompt. Please call 07035807350 in case you need directions to our office. Kindly confirm the receipt of this email",spam
"You are here-by invited for a Test Interview with NMR-INT LTD for Operations Technician Position. Come with a pen and a valid ID card. Time: 12.00pm Date: 19/06/2018 No 23 acme Rd,AcmeHouse,Ogba-Ikeja,Lagos, you can Email: Prince.Okereafor@nmr-int.com OR Undiel.Ugbe@nmr-int.com or call 080 621 05831",spam
"DEAR APPLICANT, YOU HAVE AN INTERVIEW WITH DPP-RESOURCE, AKIN OSIYEMI STR, OPP. STERLING BANK, ALLEN AVE. IKEJA. CHECK YOUR MAIL NOW!",spam
"with regards to your resume sent to us, we are pleased to recommend you for an opening in our organisation after much evaluation of your profile.You have been cordially invited to partake in the ongoing recruitment at Lead Concept. LEAD CONCEPT is a top direct fast-growing business strategy and human capacity development outfit dedicated to providing innovative business solution to her teeming clients, assists clients in creating and managing strategic relationships and alliances with other organizations, including startups to multinational companies, research institutions, and government agencies, we generate the best high-quality leads your business needs to succeed in business world globally and we have a constant flow of new leads as a result of professionalism in our field. At lead concept we have values that have always contributed to our success; take pride, we are passionate, never give up, and work as a team and it fun. Our values are reflected in everything we do, its what sets us apart. Date: Tuesday 19th June,2018 by 10am prompt. Office Address:Suit 18B Bayo Ajayi Street,Opp African Shine by Cadbury bus stop,Agindibi,Ikeja.Lagos Note:You are required to come along with an updated copy of your CV and a means of proper identification. However it is important you confirm receipt and your availability replying this email. Regards, HR ADMIN Dr. ZARA Human Resource Office-Line:08051897778",spam
"You are invited for an interview scheduled for 20/6/2018 at Dulux Colour Centre Gbagada, 22A Lanre Awolokun road Gbagada Lagos.",spam
"Dear Candidate, The Search Committee of Malock Consult in Affiliations with FDI hereby shortlists you to have an interview for an OPEN PORTFOLIO with DEW PLATFORM PLUS RESOURCES SCHEDULED DATE; Tuesday 19th JUNE. 2018 Time:- 9.00am in the Morning. OFFICE ADDRESS: Ground Floor, 2, Akin Osiyemi Str. Opp. Sterling Bank, Firstbank Bus-stop, Allen Avenue, Ikeja, Lagos State. REQUIREMENTS; -Hard copy/Print-out of this Email Notification. -Hard copy of your Resume/Curriculum Vitae. -Two (2) Passport Photographs. Dress Corporately and be sure to come early as lateness will NOT be welcomed. OPTIONAL -A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport (AS YOU MIGHT HAVE NEED FOR IT AT THE END OF THE WHOLE EXERCISE). Best of Luck, HR/M DEPT. DIRECTION: FROM OJUELEGBA/OSHODI, LAGOS TAKE A COMMERCIAL BUS TO ALLEN/ALAUSA/SHOPRITE , ALIGHT AT ALLEN AVENUE, FIRSTBANK BUS-STOP We look forward to meeting you You can visit our website given below for further details All the best! http://home.dpprng.com/",spam
"Dear Candidate, Linktech Resource is outstanding when it comes to outsourcing for it clients. We also offer excellent ICT and Entrepreneurship services. As part of our screening and selection process, you have been scheduled for a one on one interview session with the HRM, slated for Friday, June 15th, 2018 by 10am, at Plot 14, Block A, University Press building, Surulere industrial road, Ogba, Lagos. Come with an updated hard copy of your CV The HRM look forward to meeting with you soon. Regards, Linktech_hr For inquiries: Call:- 08030832748",spam
"Prior to ur application,u're SHORTLISTED 4 A TEST/JOB BRIEF with SCHLEEZ NIG LTD by 9AM ON 14JUN @49,OLOWU STR,BANKS WAY,IKEJA,LAGOS Details in ur mail C.Nig",spam
"Dear Candidate, Greetings! This mail is with reference to your proposed candidature received earlier, in order to arrange a face-to-face interview with you based on your prospective potentials with DEW PLATFORM PLUS RESOURCES. SCHEDULED DATE: Thursday, 14th June 2018 TIME: 9.00Hours in the Morning. OFFICE ADDRESS: Ground Floor, No. 2 Akin Osiyemi Street Opp. Sterling Bank Bus-stop, Allen Avenue, Ikeja, Lagos State. REQUIREMENTS; -Hard copy/Print-out of this Email Notification. -Hard copy of your Resume/Curriculum Vitae. -Two (2) Passport Photographs. OPTIONAL -A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport. DIRECTION: FROM OJUELEGBA/OSHODI, LAGOS TAKE A COMMERCIAL BUS TO ALLEN/ALAUSA/SHOPRITE, ALIGHT AT ALLEN AVENUE, STERLING BANK BUS-STOP. WE look forward to meeting you. You can visit our website given below for further details. If there is any query please feel free to write us. All the Best! HR DEPT http://home.dpprng.com/",spam
"MADE HILL SOLUTION Address: 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos",spam
"Please I got this text today . I want to know if this MATRIXGLOVER is real or fake abeg make una help me. Thanks You are invited for an interview on tue 12/06/1018 by 9am @ 6, remilekun street off falolu rd,akerele str, surulere lagos. GD/7447/DA. MATRIXGLOVER",spam
"Are you are corps member in Lagos state or you resides in Lagos, here is an opportunity for you at Pertinence Limited the Owners of ABC&VIP Gardens Nationwide. PERTINENT LIMITED is currently recruiting Marketer/free lancers (Part time/full time) to Market her Real Etate Business across Lagos state and it's environment..... Send your résumé to.... rufus@pertinencegroup.com. You are invited for an interview at our Branch Office: Pertinence Limited Alaba International Market Lagos. No 35, Balogun B/stop mile 10 off vokes bus stop Iyano Oba Lagos or call 08181068760, 07032448395",spam
"This mail is with reference to your proposed candidature received earlier, in order to arrange a face-to-face interview with you based on your prospective potentials with DEW PLATFORM PLUS RESOURCES. SCHEDULED DATE; Monday 11, 2018, 9.00am OFFICE AVENUE; Ground Floor, No 2, Akin Osiyemi Street, Opp. Sterling Bank Bus Stop, Allen Avenue, Lagos State. http;//home.dpprng.com/",spam
"Dear Candidate, Sequel to your recent application for the role of teller, you have been shortlisted for an interview. Please find the details below for your adoption. Date: Monday 11th, June 2018. Venue: Union Bank; Yenogoa Main Time: 2pm Contact Person: Nkechi Anyanwui For any clarification, please contact me via mail. Thank you.",spam
"You have been selected for an interview at Pork Money Nigeria. Your interview has been scheduled for 8thJune Friday, time 10:00am prompt. Kindly come in with your CV, your work portfolio and original credentials. Venue 1686 Oladele Olashore Street, off Sanusi Fafunwa Victoria Island Lagos. Kindly Indicate attendance by responding to this text.",spam
"You are hereby invited for an interview @ De-Skyline Hotel,beside MM local Airport,Ikeja on Friday 8th of June,2018 by 11:00AM.Come along with the original and photocopies of your credentials,CV and passport photograph.",spam
"Thank you for applying for the position of Senior Supervisor, Quality Control. Sequel to your response to the advert from a newly established Abuja based Beverage Company; you are hereby invited for the next round which has been rescheduled as follows: Date: June 8, 2018. Time: 1:00pm prompt. Venue: Hotel 1960 Clasic, 24 Olufunmilola Okikiola Street, Off Toyin Street, Ikeja, Lagos. Kindly confirm your availability by replying this mail",spam
"BASED ON REFERRAL,DLE INVITES YOU FOR AN INTERVIEW TOMORROW. @SUITES 6 INNOSON PLAZA OPP ST BENEDICT HOSPITAL, 94 OWERRI ROAD NNEWI BY 10:00AM Seat No:B-171.",spam
U Are Invited For Employment Interview At Mega Chicken Rest Ikota Firstgate Lekki~Epe Expressway Ajah On Fri 8 June By 12noon. .,spam
"After thorough consideration, You are invited for an INTERVIEW by ACE NIG on THURSDAY 7/06/18 by 9AM at 8 ADEBARE STR (B&Q Bakery Building) Ogudu B/Stop, Lagos.",spam
"Following the consideration of an online recommendation, after much evaluation of your profile, we were impressed with your qualification and skills which makes you one of the prospective candidates.We are pleased to inform you that you have been selected and invited for an Interview/Assessment at BOSS GLOBAL CONCEPT on Thursday 7th June,2018 by 8:30am prompt. BOSS GLOBAL CONCEPT is a fast-growing business strategy and human capacity development outfit dedicated to providing innovative business solution to her teeming clients,assists clients in creating and managing strategic relationships and alliances with other organisations,including startups to multinational companies, research institutions,and government agencies.As a result, they are able to leverage on external expertise,technology,and intellectual properly to expand their products,service,functionality. Location: Suit 4B Ogunbeye Street, Off Amaraolu street Agindibi,Ikeja.Lagos. Come with a copy of your CV,photocopies of your credentials and this mail for clarification issues and for security purposes. However it is important you confirm receipt and your availability replying this email. For further inquiries,please call the secretary on 09050000082",spam
"You have been selected for an interview with the HRA in our office;8,Adebare Street,B&Q Building,Ogudu Bustop,Lagos on Thur 7th June,2018 by 9am.080-3860-4624 they called themselves ICA Ltd",spam
"Dear Applicant, Thank you for applying for the position of a Sales Executive with Re-ThinkHR Company in IKEJA, LAGOS. We would like to invite you to come to our office to interview for the position. Your interview has been scheduled for Wednesday June 6th, 2018, 12pm, at 2 Esomo Close, Toyin, Ikeja. Come along with a copy of your CV.",spam
You have been invited for an interview for the position of a SALES/CUSTOMER SERVICE REPRESENTATIVE tomorrow 6/6/18 by 10.00am at JANCHINE NIG LTD. 217/219 Olabode house ikorodu road Ilupeju lagos. B/w Anthony and Obanikoro busstop. Come with the hardcopy of CV and passport,spam
"Your Application / CV information with us matches the request of one of our clients, to this effect you are hereby invited for Oral $ writing assessment with out human resources team on Monday 6th of June 2018 at one of the selected venues in Lagos. End of Adeniyi Jones, Adjacent SON, then Locate 5 resources press building Ogba Lagos. Time: 9:30am Note: Come along with a printed copy of this invitation and your updated curriculum vitae. Dress corporately and be ensure to come early as lateness will not be welcome",spam
"Please admin, verify this for me, very urgent oh Looks real. Thank you for your interest in our job opening. You have been shortlisted and hereby invited for an interview at our office: Address: 04, Oye Balogun Street off freedom way, Lekki Phase 1, Lagos Nigeria. Time: 11am. Date: 4th, June 2018.",spam
"Dear TAIWO ISAIAH, OYATIMET Consultancy Firm is a recruiting firm and also is an outsourcing firm which also offers ICT and Entrepreneurship services. As part of screening and selection process, you have been scheduled for an interview session slated for Monday, June 4th, 2018 by 10am, at Plot 14, Block A, Voda Paint, Surulere House, Off Fumec bus-stop, Surulere industrial road, Ogba, Lagos. Come with your cv and academics docs. The HRM look forward to meeting with you soon. Sincerely, Mary Davis, 09037567921 for OYATIMET Consultancy Firm. Outsourcing Unit",spam
"In response to your application, you are hereby invited for an interview on Monday 4th June, 2018, by 9.A.M. at Ample Life Foundation office First Floor, 561 Agege Motor Road Opposite GRA Ikeja, near Zenith Bank. Sogunle Bus stop, Lagos. Kindly come with a photocopy of your CV and credentials.",spam
"Sequel to the reciept of curriculum vitae (CV), the board of LS Resources request your presence to be interviewed based on your Qualifications. Scheduled Date Wednesday: 06/06/018 Time: 9:00am Official Address: 3rd flr, Crownnet Plaza, Idris Gigado Str Wuye Abuja. Requirement: Hard copy of this email notification Hard copy of your Curriculum Vitae A passport photograph Dress Decently and be punctual as lateness will not be entertained. Good Luck (HR T ALKALINE )",spam
"U are Invitd 4 an Interview On Mon 4th June '18, 12.30pm @ Mutual Benefits Life Ass,75,lagos Rd,slot Buildng,haruna B/stop,ikorodu,come Wt Ur Cv & Credentials",spam
"Based on Recommendation through our online agent for the post you applied for you have been shortlisted. After thorough preview of your details and your Curriculum vitae,considering the working experience, skills and attribute you encompassed, the Board of Directors of BG LEAD NIGERIA LIMITED , invites you for an assessment. Date: Monday 4th June ,2018 Time: 9am prompt Venue: Suite 4a Karim Ogungbeye Estate, off Amaraolu beside zenith bank, LTv8 w",spam
"SABMiller Plc Recruitment 2018/2019 | Applicatiin is on. SABMiller is in the beer and soft drinks business, bringing refreshment and sociability to millions of people all over the world who enjoy our drinks. Click below for full details and application https://jobandschool.com.ng/sabmiller-plc-recruitment-2018-2019-apply-for-sabmiller-jobs/",spam
"Dear Applicant Your application to Careerswise Recruitment Agency as been received. We are pleased to inform you that you have been selected to attend an interview session with the Head of Human Resource (HRM) at Management Resource a Consulting Firm and also offer Entrepreneurial services. Time: 10:00 am Date: Monday 28th MAY,2018 Address:5 SURULERE HOUSE, surulere industrial road, Off Adeniyi jones. Ikeja Lagos. Come with a hard copy of your CV Kindly reply this mail if you will be available and for further details. Regards, Mary Davies Relationship Officer 09037567921 Ikeja Branch Lagos",spam
"You have been shortlisted to attend an interview on the 28th of May 2018 at TSM House behind Apo Legislative Quarters, Gudu District, Abuja.11am Hot FM Abuja",spam
"Dear applicant You are hereby invited for an interview with INVSHARE NIG LTD on the 28th of May 9:00am prompt. At 3, Abraham imuse street, 2nd junction bustop, governors road, Ikotun Lagos. Kindly come with 3 copies your CV and original certificates. +2347037374370",spam
